Time,Open,High,Low,Latest,Change,%Change,Volume
2026-01-15,0.03675,0.03675,0.03675,0.03675,-0.00002,-0.05%,0
2026-01-14,0.03677,0.03677,0.03677,0.03677,-0.00003,-0.08%,0
2026-01-13,0.0368,0.0368,0.0368,0.0368,0.00002,+0.05%,0
2026-01-12,0.03678,0.03678,0.03678,0.03678,0.00007,+0.19%,0
2026-01-09,0.03671,0.03671,0.03671,0.03671,-0.00003,-0.08%,0
2026-01-08,0.03674,0.03674,0.03674,0.03674,0.00002,+0.05%,0
2026-01-07,0.03672,0.03672,0.03672,0.03672,-0.00003,-0.08%,0
2026-01-06,0.03675,0.03675,0.03675,0.03675,0,0.00%,0
2026-01-05,0.03675,0.03675,0.03675,0.03675,-0.00007,-0.19%,0
2026-01-02,0.03682,0.03682,0.03682,0.03682,-0.00005,-0.14%,0
2025-12-31,0.03687,0.03687,0.03687,0.03687,-0.00013,-0.35%,0
2025-12-30,0.037,0.037,0.037,0.037,-0.00016,-0.43%,0
2025-12-29,0.03716,0.03716,0.03716,0.03716,-0.00005,-0.13%,0
2025-12-26,0.03721,0.03721,0.03721,0.03721,-0.00006,-0.16%,0
2025-12-24,0.03727,0.03727,0.03727,0.03727,-0.00005,-0.13%,0
2025-12-23,0.03732,0.03732,0.03732,0.03732,0.00002,+0.05%,0
2025-12-22,0.0373,0.0373,0.0373,0.0373,0.00001,+0.03%,0
2025-12-19,0.03729,0.03729,0.03729,0.03729,-0.00005,-0.13%,0
2025-12-18,0.03734,0.03734,0.03734,0.03734,0.00003,+0.08%,0
2025-12-17,0.03731,0.03731,0.03731,0.03731,-0.00003,-0.08%,0
2025-12-16,0.03734,0.03734,0.03734,0.03734,-0.00002,-0.05%,0
2025-12-15,0.03736,0.03736,0.03736,0.03736,0.00002,+0.05%,0
2025-12-12,0.03734,0.03734,0.03734,0.03734,-0.00016,-0.43%,0
2025-12-11,0.0375,0.0375,0.0375,0.0375,-0.00008,-0.21%,0
2025-12-10,0.03758,0.03758,0.03758,0.03758,-0.00003,-0.08%,0
2025-12-09,0.03761,0.03761,0.03761,0.03761,-0.00011,-0.29%,0
2025-12-08,0.03772,0.03772,0.03772,0.03772,-0.00005,-0.13%,0
2025-12-05,0.03777,0.03777,0.03777,0.03777,-0.00007,-0.18%,0
2025-12-04,0.03784,0.03784,0.03784,0.03784,-0.00034,-0.89%,0
2025-12-03,0.03818,0.03818,0.03818,0.03818,-0.00025,-0.65%,0
2025-12-01,0.03843,0.03843,0.03843,0.03843,-0.00021,-0.54%,0
2025-11-28,0.03864,0.03864,0.03864,0.03864,-0.00009,-0.23%,0
2025-11-26,0.03873,0.03873,0.03873,0.03873,-0.00043,-1.10%,0
2025-11-25,0.03916,0.03916,0.03916,0.03916,-0.00017,-0.43%,0
2025-11-24,0.03933,0.03933,0.03933,0.03933,-0.00021,-0.53%,0
2025-11-21,0.03954,0.03954,0.03954,0.03954,0.00003,+0.08%,0
2025-11-20,0.03951,0.03951,0.03951,0.03951,0.00001,+0.03%,0
2025-11-19,0.0395,0.0395,0.0395,0.0395,-0.0001,-0.25%,0
2025-11-18,0.0396,0.0396,0.0396,0.0396,0.00001,+0.03%,0
2025-11-17,0.03959,0.03959,0.03959,0.03959,-0.00004,-0.10%,0
2025-11-14,0.03963,0.03963,0.03963,0.03963,0.00004,+0.10%,0
2025-11-13,0.03959,0.03959,0.03959,0.03959,0,0.00%,0
2025-11-12,0.03959,0.03959,0.03959,0.03959,0.00011,+0.28%,0
2025-11-10,0.03948,0.03948,0.03948,0.03948,-0.00009,-0.23%,0
2025-11-07,0.03957,0.03957,0.03957,0.03957,-0.00015,-0.38%,0
2025-11-06,0.03972,0.03972,0.03972,0.03972,-0.0002,-0.50%,0
2025-11-05,0.03992,0.03992,0.03992,0.03992,-0.00014,-0.35%,0
2025-11-04,0.04006,0.04006,0.04006,0.04006,-0.00001,-0.02%,0
2025-11-03,0.04007,0.04007,0.04007,0.04007,0.00007,+0.18%,0
2025-10-31,0.04,0.04,0.04,0.04,0.00016,+0.40%,0
2025-10-30,0.03984,0.03984,0.03984,0.03984,0.00019,+0.48%,0
2025-10-29,0.03965,0.03965,0.03965,0.03965,-0.00021,-0.53%,0
2025-10-24,0.03986,0.03986,0.03986,0.03986,-0.00005,-0.13%,0
2025-10-23,0.03991,0.03991,0.03991,0.03991,-0.00024,-0.60%,0
2025-10-22,0.04015,0.04015,0.04015,0.04015,0.00013,+0.32%,0
2025-10-21,0.04002,0.04002,0.04002,0.04002,0,0.00%,0
2025-10-20,0.04002,0.04002,0.04002,0.04002,-0.00022,-0.55%,0
2025-10-17,0.04024,0.04024,0.04024,0.04024,-0.00007,-0.17%,0
2025-10-16,0.04031,0.04031,0.04031,0.04031,-0.00006,-0.15%,0
2025-10-15,0.04037,0.04037,0.04037,0.04037,0.00005,+0.12%,0
2025-10-14,0.04032,0.04032,0.04032,0.04032,0,0.00%,0
2025-10-10,0.04032,0.04032,0.04032,0.04032,-0.00016,-0.40%,0
2025-10-09,0.04048,0.04048,0.04048,0.04048,-0.00031,-0.76%,0
2025-10-08,0.04079,0.04079,0.04079,0.04079,-0.00005,-0.12%,0
2025-10-07,0.04084,0.04084,0.04084,0.04084,-0.00004,-0.10%,0
2025-10-06,0.04088,0.04088,0.04088,0.04088,-0.00014,-0.34%,0
2025-10-03,0.04102,0.04102,0.04102,0.04102,-0.00004,-0.10%,0
2025-10-02,0.04106,0.04106,0.04106,0.04106,-0.0002,-0.48%,0
2025-10-01,0.04126,0.04126,0.04126,0.04126,-0.00003,-0.07%,0
2025-09-30,0.04129,0.04129,0.04129,0.04129,-0.00005,-0.12%,0
2025-09-29,0.04134,0.04134,0.04134,0.04134,-0.00029,-0.70%,0
2025-09-26,0.04163,0.04163,0.04163,0.04163,-0.00003,-0.07%,0
2025-09-25,0.04166,0.04166,0.04166,0.04166,0.00008,+0.19%,0
2025-09-24,0.04158,0.04158,0.04158,0.04158,0,0.00%,0
2025-09-23,0.04158,0.04158,0.04158,0.04158,0.00001,+0.02%,0
2025-09-22,0.04157,0.04157,0.04157,0.04157,0.00002,+0.05%,0
2025-09-19,0.04155,0.04155,0.04155,0.04155,0.0002,+0.48%,0
2025-09-18,0.04135,0.04135,0.04135,0.04135,0.00001,+0.02%,0
2025-09-17,0.04134,0.04134,0.04134,0.04134,-0.00002,-0.05%,0
2025-09-16,0.04136,0.04136,0.04136,0.04136,-0.00007,-0.17%,0
2025-09-15,0.04143,0.04143,0.04143,0.04143,-0.00004,-0.10%,0
2025-09-12,0.04147,0.04147,0.04147,0.04147,-0.00003,-0.07%,0
2025-09-11,0.0415,0.0415,0.0415,0.0415,-0.00024,-0.57%,0
2025-09-10,0.04174,0.04174,0.04174,0.04174,-0.00001,-0.02%,0
2025-09-09,0.04175,0.04175,0.04175,0.04175,-0.00017,-0.41%,0
2025-09-08,0.04192,0.04192,0.04192,0.04192,-0.00025,-0.59%,0
2025-09-05,0.04217,0.04217,0.04217,0.04217,-0.00006,-0.14%,0
2025-09-04,0.04223,0.04223,0.04223,0.04223,-0.00027,-0.64%,0
2025-09-03,0.0425,0.0425,0.0425,0.0425,-0.00005,-0.12%,0
2025-09-02,0.04255,0.04255,0.04255,0.04255,-0.00018,-0.42%,0
2025-08-29,0.04273,0.04273,0.04273,0.04273,-0.00007,-0.16%,0
2025-08-28,0.0428,0.0428,0.0428,0.0428,-0.00036,-0.83%,0
2025-08-27,0.04316,0.04316,0.04316,0.04316,-0.00007,-0.16%,0
2025-08-26,0.04323,0.04323,0.04323,0.04323,0.00008,+0.19%,0
2025-08-25,0.04315,0.04315,0.04315,0.04315,-0.00016,-0.37%,0
2025-08-22,0.04331,0.04331,0.04331,0.04331,0.00008,+0.19%,0
2025-08-21,0.04323,0.04323,0.04323,0.04323,-0.00016,-0.37%,0
2025-08-20,0.04339,0.04339,0.04339,0.04339,-0.00002,-0.05%,0
2025-08-19,0.04341,0.04341,0.04341,0.04341,0.00001,+0.02%,0
2025-08-18,0.0434,0.0434,0.0434,0.0434,-0.00013,-0.30%,0
2025-08-15,0.04353,0.04353,0.04353,0.04353,-0.00007,-0.16%,0
2025-08-14,0.0436,0.0436,0.0436,0.0436,-0.00003,-0.07%,0
2025-08-13,0.04363,0.04363,0.04363,0.04363,-0.00003,-0.07%,0
2025-08-12,0.04366,0.04366,0.04366,0.04366,0.00004,+0.09%,0
2025-08-11,0.04362,0.04362,0.04362,0.04362,0.00001,+0.02%,0
2025-08-08,0.04361,0.04361,0.04361,0.04361,0.00004,+0.09%,0
2025-08-07,0.04357,0.04357,0.04357,0.04357,0.00005,+0.11%,0
2025-08-06,0.04352,0.04352,0.04352,0.04352,0.00003,+0.07%,0
2025-08-05,0.04349,0.04349,0.04349,0.04349,0.00006,+0.14%,0
2025-08-04,0.04343,0.04343,0.04343,0.04343,-0.00008,-0.18%,0
2025-08-01,0.04351,0.04351,0.04351,0.04351,0,0.00%,0
2025-07-31,0.04351,0.04351,0.04351,0.04351,-0.00003,-0.07%,0
2025-07-30,0.04354,0.04354,0.04354,0.04354,-0.00002,-0.05%,0
2025-07-29,0.04356,0.04356,0.04356,0.04356,-0.00002,-0.05%,0
2025-07-28,0.04358,0.04358,0.04358,0.04358,0.00003,+0.07%,0
2025-07-25,0.04355,0.04355,0.04355,0.04355,0.00002,+0.05%,0
2025-07-24,0.04353,0.04353,0.04353,0.04353,0.00001,+0.02%,0
2025-07-23,0.04352,0.04352,0.04352,0.04352,0.00001,+0.02%,0
2025-07-22,0.04351,0.04351,0.04351,0.04351,0.00002,+0.05%,0
2025-07-21,0.04349,0.04349,0.04349,0.04349,-0.00006,-0.14%,0
2025-07-18,0.04355,0.04355,0.04355,0.04355,0.00004,+0.09%,0
2025-07-17,0.04351,0.04351,0.04351,0.04351,0.00001,+0.02%,0
2025-07-16,0.0435,0.0435,0.0435,0.0435,0.00007,+0.16%,0
2025-07-15,0.04343,0.04343,0.04343,0.04343,0.00003,+0.07%,0
2025-07-14,0.0434,0.0434,0.0434,0.0434,-0.00002,-0.05%,0
2025-07-11,0.04342,0.04342,0.04342,0.04342,-0.00001,-0.02%,0
2025-07-10,0.04343,0.04343,0.04343,0.04343,-0.00003,-0.07%,0
2025-07-09,0.04346,0.04346,0.04346,0.04346,0.00008,+0.18%,0
2025-07-08,0.04338,0.04338,0.04338,0.04338,0.00002,+0.05%,0
2025-07-07,0.04336,0.04336,0.04336,0.04336,0.00011,+0.25%,0
2025-07-03,0.04325,0.04325,0.04325,0.04325,-0.00002,-0.05%,0
2025-07-02,0.04327,0.04327,0.04327,0.04327,-0.00001,-0.02%,0
2025-07-01,0.04328,0.04328,0.04328,0.04328,0.00006,+0.14%,0
2025-06-30,0.04322,0.04322,0.04322,0.04322,-0.00007,-0.16%,0
2025-06-27,0.04329,0.04329,0.04329,0.04329,0.00002,+0.05%,0
2025-06-26,0.04327,0.04327,0.04327,0.04327,0.00006,+0.14%,0
2025-06-25,0.04321,0.04321,0.04321,0.04321,0,0.00%,0
2025-06-24,0.04321,0.04321,0.04321,0.04321,0.00002,+0.05%,0
2025-06-23,0.04319,0.04319,0.04319,0.04319,-0.00001,-0.02%,0
2025-06-20,0.0432,0.0432,0.0432,0.0432,-0.00001,-0.02%,0
2025-06-18,0.04321,0.04321,0.04321,0.04321,0.00003,+0.07%,0
2025-06-17,0.04318,0.04318,0.04318,0.04318,0.00003,+0.07%,0
2025-06-16,0.04315,0.04315,0.04315,0.04315,0.00001,+0.02%,0
2025-06-13,0.04314,0.04314,0.04314,0.04314,0.00002,+0.05%,0
2025-06-12,0.04312,0.04312,0.04312,0.04312,-0.00001,-0.02%,0
2025-06-11,0.04313,0.04313,0.04313,0.04313,-0.00001,-0.02%,0
2025-06-10,0.04314,0.04314,0.04314,0.04314,0,0.00%,0
2025-06-09,0.04314,0.04314,0.04314,0.04314,0.00003,+0.07%,0
2025-06-06,0.04311,0.04311,0.04311,0.04311,0,0.00%,0
2025-06-05,0.04311,0.04311,0.04311,0.04311,-0.00002,-0.05%,0
2025-06-04,0.04313,0.04313,0.04313,0.04313,-0.00003,-0.07%,0
2025-06-03,0.04316,0.04316,0.04316,0.04316,-0.00004,-0.09%,0
2025-06-02,0.0432,0.0432,0.0432,0.0432,-0.00002,-0.05%,0
2025-05-30,0.04322,0.04322,0.04322,0.04322,-0.00002,-0.05%,0
2025-05-29,0.04324,0.04324,0.04324,0.04324,-0.00003,-0.07%,0
2025-05-28,0.04327,0.04327,0.04327,0.04327,-0.00002,-0.05%,0
2025-05-27,0.04329,0.04329,0.04329,0.04329,0,0.00%,0
2025-05-23,0.04329,0.04329,0.04329,0.04329,0.00004,+0.09%,0
2025-05-22,0.04325,0.04325,0.04325,0.04325,0,0.00%,0
2025-05-21,0.04325,0.04325,0.04325,0.04325,-0.00002,-0.05%,0
2025-05-20,0.04327,0.04327,0.04327,0.04327,0.00004,+0.09%,0
2025-05-19,0.04323,0.04323,0.04323,0.04323,-0.00001,-0.02%,0
2025-05-16,0.04324,0.04324,0.04324,0.04324,-0.00003,-0.07%,0
2025-05-15,0.04327,0.04327,0.04327,0.04327,-0.00002,-0.05%,0
2025-05-14,0.04329,0.04329,0.04329,0.04329,0,0.00%,0
2025-05-13,0.04329,0.04329,0.04329,0.04329,0.00004,+0.09%,0
2025-05-12,0.04325,0.04325,0.04325,0.04325,0,0.00%,0
2025-05-09,0.04325,0.04325,0.04325,0.04325,-0.00008,-0.18%,0
2025-05-08,0.04333,0.04333,0.04333,0.04333,-0.00004,-0.09%,0
2025-05-06,0.04337,0.04337,0.04337,0.04337,-0.00006,-0.14%,0
2025-05-05,0.04343,0.04343,0.04343,0.04343,0.00011,+0.25%,0
2025-05-02,0.04332,0.04332,0.04332,0.04332,0.00003,+0.07%,0
2025-05-01,0.04329,0.04329,0.04329,0.04329,0.00006,+0.14%,0
2025-04-30,0.04323,0.04323,0.04323,0.04323,-0.00001,-0.02%,0
2025-04-29,0.04324,0.04324,0.04324,0.04324,0.00002,+0.05%,0
2025-04-28,0.04322,0.04322,0.04322,0.04322,0,0.00%,0
2025-04-25,0.04322,0.04322,0.04322,0.04322,0.00002,+0.05%,0
2025-04-24,0.0432,0.0432,0.0432,0.0432,-0.00007,-0.16%,0
2025-04-23,0.04327,0.04327,0.04327,0.04327,0.00004,+0.09%,0
2025-04-22,0.04323,0.04323,0.04323,0.04323,0.00001,+0.02%,0
2025-04-21,0.04322,0.04322,0.04322,0.04322,0.00003,+0.07%,0
2025-04-17,0.04319,0.04319,0.04319,0.04319,-0.00001,-0.02%,0
2025-04-16,0.0432,0.0432,0.0432,0.0432,-0.00008,-0.18%,0
2025-04-15,0.04328,0.04328,0.04328,0.04328,0.00007,+0.16%,0
2025-04-14,0.04321,0.04321,0.04321,0.04321,-0.00001,-0.02%,0
2025-04-11,0.04322,0.04322,0.04322,0.04322,-0.00007,-0.16%,0
2025-04-10,0.04329,0.04329,0.04329,0.04329,0.00008,+0.19%,0
2025-04-09,0.04321,0.04321,0.04321,0.04321,0.00029,+0.68%,0
2025-04-08,0.04292,0.04292,0.04292,0.04292,-0.00009,-0.21%,0
2025-04-07,0.04301,0.04301,0.04301,0.04301,-0.00019,-0.44%,0
2025-04-04,0.0432,0.0432,0.0432,0.0432,-0.00001,-0.02%,0
2025-04-03,0.04321,0.04321,0.04321,0.04321,0.00002,+0.05%,0
2025-04-02,0.04319,0.04319,0.04319,0.04319,0,0.00%,0
2025-04-01,0.04319,0.04319,0.04319,0.04319,0,0.00%,0
2025-03-31,0.04319,0.04319,0.04319,0.04319,-0.00005,-0.12%,0
2025-03-28,0.04324,0.04324,0.04324,0.04324,-0.00001,-0.02%,0
2025-03-27,0.04325,0.04325,0.04325,0.04325,-0.00002,-0.05%,0
2025-03-26,0.04327,0.04327,0.04327,0.04327,0.00005,+0.12%,0
2025-03-25,0.04322,0.04322,0.04322,0.04322,0.00003,+0.07%,0
2025-03-20,0.04319,0.04319,0.04319,0.04319,-0.00003,-0.07%,0
2025-03-19,0.04322,0.04322,0.04322,0.04322,0.00003,+0.07%,0
2025-03-18,0.04319,0.04319,0.04319,0.04319,0.00002,+0.05%,0
2025-03-17,0.04317,0.04317,0.04317,0.04317,0.00001,+0.02%,0
2025-03-14,0.04316,0.04316,0.04316,0.04316,-0.00003,-0.07%,0
2025-03-13,0.04319,0.04319,0.04319,0.04319,-0.00002,-0.05%,0
2025-03-12,0.04321,0.04321,0.04321,0.04321,-0.00004,-0.09%,0
2025-03-11,0.04325,0.04325,0.04325,0.04325,0,0.00%,0
2025-03-10,0.04325,0.04325,0.04325,0.04325,0.00003,+0.07%,0
2025-03-07,0.04322,0.04322,0.04322,0.04322,0,0.00%,0
2025-03-06,0.04322,0.04322,0.04322,0.04322,0.00008,+0.19%,0
2025-03-05,0.04314,0.04314,0.04314,0.04314,0,0.00%,0
2025-03-04,0.04314,0.04314,0.04314,0.04314,-0.00007,-0.16%,0
2025-03-03,0.04321,0.04321,0.04321,0.04321,-0.00004,-0.09%,0
2025-02-28,0.04325,0.04325,0.04325,0.04325,0.00002,+0.05%,0
2025-02-27,0.04323,0.04323,0.04323,0.04323,-0.00001,-0.02%,0
2025-02-24,0.04324,0.04324,0.04324,0.04324,0.00005,+0.12%,0
2025-02-21,0.04319,0.04319,0.04319,0.04319,-0.00003,-0.07%,0
2025-02-20,0.04322,0.04322,0.04322,0.04322,0.00002,+0.05%,0
2025-02-19,0.0432,0.0432,0.0432,0.0432,0.00008,+0.19%,0
2025-02-18,0.04312,0.04312,0.04312,0.04312,-0.00002,-0.05%,0
2025-02-14,0.04314,0.04314,0.04314,0.04314,0.00002,+0.05%,0
2025-02-13,0.04312,0.04312,0.04312,0.04312,-0.00002,-0.05%,0
2025-02-12,0.04314,0.04314,0.04314,0.04314,-0.00003,-0.07%,0
2025-02-11,0.04317,0.04317,0.04317,0.04317,0.00009,+0.21%,0
2025-02-05,0.04308,0.04308,0.04308,0.04308,-0.00005,-0.12%,0
2025-02-03,0.04313,0.04313,0.04313,0.04313,0.00001,+0.02%,0
2025-01-29,0.04312,0.04312,0.04312,0.04312,0.00002,+0.05%,0
2025-01-28,0.0431,0.0431,0.0431,0.0431,-0.00003,-0.07%,0
2025-01-27,0.04313,0.04313,0.04313,0.04313,-0.00002,-0.05%,0
2025-01-24,0.04315,0.04315,0.04315,0.04315,0.00004,+0.09%,0
2025-01-23,0.04311,0.04311,0.04311,0.04311,0.00006,+0.14%,0
2025-01-22,0.04305,0.04305,0.04305,0.04305,0.00003,+0.07%,0
2025-01-21,0.04302,0.04302,0.04302,0.04302,0.00002,+0.05%,0
2025-01-17,0.043,0.043,0.043,0.043,0.00001,+0.02%,0
2025-01-16,0.04299,0.04299,0.04299,0.04299,-0.00002,-0.05%,0
2025-01-15,0.04301,0.04301,0.04301,0.04301,-0.00004,-0.09%,0
2025-01-14,0.04305,0.04305,0.04305,0.04305,-0.00001,-0.02%,0
2025-01-13,0.04306,0.04306,0.04306,0.04306,0.00004,+0.09%,0
2025-01-10,0.04302,0.04302,0.04302,0.04302,0,0.00%,0
2025-01-09,0.04302,0.04302,0.04302,0.04302,0.00004,+0.09%,0
2025-01-08,0.04298,0.04298,0.04298,0.04298,0.00001,+0.02%,0
2025-01-07,0.04297,0.04297,0.04297,0.04297,-0.00009,-0.21%,0
2025-01-06,0.04306,0.04306,0.04306,0.04306,-0.00009,-0.21%,0
2025-01-03,0.04315,0.04315,0.04315,0.04315,-0.00011,-0.25%,0
2025-01-02,0.04326,0.04326,0.04326,0.04326,-0.00006,-0.14%,0
2024-12-31,0.04332,0.04332,0.04332,0.04332,-0.00005,-0.12%,0
2024-12-30,0.04337,0.04337,0.04337,0.04337,-0.0002,-0.46%,0
2024-12-27,0.04357,0.04357,0.04357,0.04357,0.00012,+0.28%,0
2024-12-26,0.04345,0.04345,0.04345,0.04345,0.00007,+0.16%,0
2024-12-24,0.04338,0.04338,0.04338,0.04338,-0.00001,-0.02%,0
2024-12-23,0.04339,0.04339,0.04339,0.04339,0.00002,+0.05%,0
2024-12-20,0.04337,0.04337,0.04337,0.04337,-0.00019,-0.44%,0
2024-12-19,0.04356,0.04356,0.04356,0.04356,-0.00014,-0.32%,0
2024-12-18,0.0437,0.0437,0.0437,0.0437,0.00004,+0.09%,0
2024-12-17,0.04366,0.04366,0.04366,0.04366,-0.00009,-0.21%,0
2024-12-16,0.04375,0.04375,0.04375,0.04375,-0.00007,-0.16%,0
2024-12-13,0.04382,0.04382,0.04382,0.04382,-0.00015,-0.34%,0
2024-12-12,0.04397,0.04397,0.04397,0.04397,-0.00046,-1.04%,0
2024-12-11,0.04443,0.04443,0.04443,0.04443,-0.00004,-0.09%,0
2024-12-10,0.04447,0.04447,0.04447,0.04447,-0.00005,-0.11%,0
2024-12-09,0.04452,0.04452,0.04452,0.04452,-0.00025,-0.56%,0
2024-12-06,0.04477,0.04477,0.04477,0.04477,-0.00005,-0.11%,0
2024-12-05,0.04482,0.04482,0.04482,0.04482,-0.00025,-0.55%,0
2024-12-04,0.04507,0.04507,0.04507,0.04507,-0.00018,-0.40%,0
2024-12-03,0.04525,0.04525,0.04525,0.04525,0.00001,+0.02%,0
2024-12-02,0.04524,0.04524,0.04524,0.04524,-0.00007,-0.15%,0
2024-11-29,0.04531,0.04531,0.04531,0.04531,-0.00022,-0.48%,0
2024-11-27,0.04553,0.04553,0.04553,0.04553,-0.0002,-0.44%,0
2024-11-26,0.04573,0.04573,0.04573,0.04573,-0.00013,-0.28%,0
2024-11-25,0.04586,0.04586,0.04586,0.04586,-0.00003,-0.07%,0
2024-11-22,0.04589,0.04589,0.04589,0.04589,0.00001,+0.02%,0
2024-11-21,0.04588,0.04588,0.04588,0.04588,-0.00007,-0.15%,0
2024-11-20,0.04595,0.04595,0.04595,0.04595,-0.00004,-0.09%,0
2024-11-19,0.04599,0.04599,0.04599,0.04599,-0.00007,-0.15%,0
2024-11-18,0.04606,0.04606,0.04606,0.04606,-0.00005,-0.11%,0
2024-11-15,0.04611,0.04611,0.04611,0.04611,0,0.00%,0
2024-11-14,0.04611,0.04611,0.04611,0.04611,0.00002,+0.04%,0
2024-11-13,0.04609,0.04609,0.04609,0.04609,0.00001,+0.02%,0
2024-11-12,0.04608,0.04608,0.04608,0.04608,-0.00009,-0.19%,0
2024-11-08,0.04617,0.04617,0.04617,0.04617,-0.00005,-0.11%,0
2024-11-07,0.04622,0.04622,0.04622,0.04622,-0.00011,-0.24%,0
2024-11-06,0.04633,0.04633,0.04633,0.04633,0.00003,+0.06%,0
2024-11-05,0.0463,0.0463,0.0463,0.0463,-0.0001,-0.22%,0
2024-11-04,0.0464,0.0464,0.0464,0.0464,-0.00012,-0.26%,0
2024-11-01,0.04652,0.04652,0.04652,0.04652,-0.00004,-0.09%,0
2024-10-31,0.04656,0.04656,0.04656,0.04656,-0.00016,-0.34%,0
2024-10-30,0.04672,0.04672,0.04672,0.04672,-0.00013,-0.28%,0
2024-10-29,0.04685,0.04685,0.04685,0.04685,-0.00011,-0.23%,0
2024-10-28,0.04696,0.04696,0.04696,0.04696,-0.00011,-0.23%,0
2024-10-25,0.04707,0.04707,0.04707,0.04707,-0.00011,-0.23%,0
2024-10-24,0.04718,0.04718,0.04718,0.04718,-0.0002,-0.42%,0
2024-10-23,0.04738,0.04738,0.04738,0.04738,-0.00005,-0.11%,0
2024-10-22,0.04743,0.04743,0.04743,0.04743,-0.00002,-0.04%,0
2024-10-21,0.04745,0.04745,0.04745,0.04745,-0.00014,-0.29%,0
2024-10-18,0.04759,0.04759,0.04759,0.04759,0,0.00%,0
2024-10-17,0.04759,0.04759,0.04759,0.04759,-0.00022,-0.46%,0
2024-10-16,0.04781,0.04781,0.04781,0.04781,-0.00003,-0.06%,0
2024-10-15,0.04784,0.04784,0.04784,0.04784,-0.00002,-0.04%,0
2024-10-11,0.04786,0.04786,0.04786,0.04786,-0.00018,-0.37%,0
2024-10-10,0.04804,0.04804,0.04804,0.04804,-0.00019,-0.39%,0
2024-10-09,0.04823,0.04823,0.04823,0.04823,0,0.00%,0
2024-10-08,0.04823,0.04823,0.04823,0.04823,0.00005,+0.10%,0
2024-10-07,0.04818,0.04818,0.04818,0.04818,-0.00028,-0.58%,0
