Time,Open,High,Low,Latest,Change,%Change,Volume
2026-02-11,0.0356,0.0356,0.0356,0.0356,-0.00013,-0.36%,0
2026-02-10,0.03573,0.03573,0.03573,0.03573,-0.00008,-0.22%,0
2026-02-09,0.03581,0.03581,0.03581,0.03581,0.00002,+0.06%,0
2026-02-06,0.03579,0.03579,0.03579,0.03579,-0.0004,-1.11%,0
2026-02-05,0.03619,0.03619,0.03619,0.03619,-0.00008,-0.22%,0
2026-02-04,0.03627,0.03627,0.03627,0.03627,0.00006,+0.17%,0
2026-02-03,0.03621,0.03621,0.03621,0.03621,0.00009,+0.25%,0
2026-02-02,0.03612,0.03612,0.03612,0.03612,-0.00004,-0.11%,0
2026-01-30,0.03616,0.03616,0.03616,0.03616,-0.00006,-0.17%,0
2026-01-29,0.03622,0.03622,0.03622,0.03622,-0.00005,-0.14%,0
2026-01-28,0.03627,0.03627,0.03627,0.03627,-0.00008,-0.22%,0
2026-01-27,0.03635,0.03635,0.03635,0.03635,0,0.00%,0
2026-01-26,0.03635,0.03635,0.03635,0.03635,-0.00002,-0.05%,0
2026-01-23,0.03637,0.03637,0.03637,0.03637,0.00009,+0.25%,0
2026-01-22,0.03628,0.03628,0.03628,0.03628,-0.00002,-0.06%,0
2026-01-21,0.0363,0.0363,0.0363,0.0363,-0.00004,-0.11%,0
2026-01-20,0.03634,0.03634,0.03634,0.03634,0.00004,+0.11%,0
2026-01-16,0.0363,0.0363,0.0363,0.0363,0.0001,+0.28%,0
2026-01-15,0.0362,0.0362,0.0362,0.0362,-0.00008,-0.22%,0
2026-01-14,0.03628,0.03628,0.03628,0.03628,-0.00001,-0.03%,0
2026-01-13,0.03629,0.03629,0.03629,0.03629,0.00014,+0.39%,0
2026-01-12,0.03615,0.03615,0.03615,0.03615,0.00023,+0.64%,0
2026-01-09,0.03592,0.03592,0.03592,0.03592,0.00007,+0.20%,0
2026-01-08,0.03585,0.03585,0.03585,0.03585,0.00002,+0.06%,0
2026-01-07,0.03583,0.03583,0.03583,0.03583,0.00008,+0.22%,0
2026-01-06,0.03575,0.03575,0.03575,0.03575,-0.00001,-0.03%,0
2026-01-05,0.03576,0.03576,0.03576,0.03576,-0.00002,-0.06%,0
2026-01-02,0.03578,0.03578,0.03578,0.03578,0.00004,+0.11%,0
2025-12-31,0.03574,0.03574,0.03574,0.03574,-0.0001,-0.28%,0
2025-12-30,0.03584,0.03584,0.03584,0.03584,-0.00011,-0.31%,0
2025-12-29,0.03595,0.03595,0.03595,0.03595,-0.0002,-0.55%,0
2025-12-26,0.03615,0.03615,0.03615,0.03615,-0.00005,-0.14%,0
2025-12-24,0.0362,0.0362,0.0362,0.0362,0.00016,+0.44%,0
2025-12-23,0.03604,0.03604,0.03604,0.03604,-0.00001,-0.03%,0
2025-12-22,0.03605,0.03605,0.03605,0.03605,0.00006,+0.17%,0
2025-12-19,0.03599,0.03599,0.03599,0.03599,-0.0002,-0.55%,0
2025-12-18,0.03619,0.03619,0.03619,0.03619,-0.00004,-0.11%,0
2025-12-17,0.03623,0.03623,0.03623,0.03623,-0.00005,-0.14%,0
2025-12-16,0.03628,0.03628,0.03628,0.03628,-0.00008,-0.22%,0
2025-12-15,0.03636,0.03636,0.03636,0.03636,-0.00005,-0.14%,0
2025-12-12,0.03641,0.03641,0.03641,0.03641,-0.00026,-0.71%,0
2025-12-11,0.03667,0.03667,0.03667,0.03667,-0.00011,-0.30%,0
2025-12-10,0.03678,0.03678,0.03678,0.03678,0.00002,+0.05%,0
2025-12-09,0.03676,0.03676,0.03676,0.03676,0.00006,+0.16%,0
2025-12-08,0.0367,0.0367,0.0367,0.0367,0.00003,+0.08%,0
2025-12-05,0.03667,0.03667,0.03667,0.03667,0.00005,+0.14%,0
2025-12-04,0.03662,0.03662,0.03662,0.03662,-0.00025,-0.68%,0
2025-12-03,0.03687,0.03687,0.03687,0.03687,-0.00005,-0.14%,0
2025-12-01,0.03692,0.03692,0.03692,0.03692,-0.00012,-0.32%,0
2025-11-28,0.03704,0.03704,0.03704,0.03704,0.00002,+0.05%,0
2025-11-26,0.03702,0.03702,0.03702,0.03702,-0.00028,-0.75%,0
2025-11-25,0.0373,0.0373,0.0373,0.0373,-0.00005,-0.13%,0
2025-11-24,0.03735,0.03735,0.03735,0.03735,-0.0004,-1.06%,0
2025-11-21,0.03775,0.03775,0.03775,0.03775,-0.00003,-0.08%,0
2025-11-20,0.03778,0.03778,0.03778,0.03778,0.00004,+0.11%,0
2025-11-19,0.03774,0.03774,0.03774,0.03774,-0.00025,-0.66%,0
2025-11-18,0.03799,0.03799,0.03799,0.03799,0.00015,+0.40%,0
2025-11-17,0.03784,0.03784,0.03784,0.03784,0.00004,+0.11%,0
2025-11-14,0.0378,0.0378,0.0378,0.0378,0.0003,+0.80%,0
2025-11-13,0.0375,0.0375,0.0375,0.0375,-0.00011,-0.29%,0
2025-11-12,0.03761,0.03761,0.03761,0.03761,0.00022,+0.59%,0
2025-11-10,0.03739,0.03739,0.03739,0.03739,-0.00011,-0.29%,0
2025-11-07,0.0375,0.0375,0.0375,0.0375,-0.00026,-0.69%,0
2025-11-06,0.03776,0.03776,0.03776,0.03776,0.00004,+0.11%,0
2025-11-05,0.03772,0.03772,0.03772,0.03772,-0.00016,-0.42%,0
2025-11-04,0.03788,0.03788,0.03788,0.03788,-0.00016,-0.42%,0
2025-11-03,0.03804,0.03804,0.03804,0.03804,0.00015,+0.40%,0
2025-10-31,0.03789,0.03789,0.03789,0.03789,0.0006,+1.61%,0
2025-10-30,0.03729,0.03729,0.03729,0.03729,0.00031,+0.84%,0
2025-10-29,0.03698,0.03698,0.03698,0.03698,-0.00003,-0.08%,0
2025-10-24,0.03701,0.03701,0.03701,0.03701,0.00009,+0.24%,0
2025-10-23,0.03692,0.03692,0.03692,0.03692,-0.00007,-0.19%,0
2025-10-22,0.03699,0.03699,0.03699,0.03699,0.00002,+0.05%,0
2025-10-21,0.03697,0.03697,0.03697,0.03697,0.00005,+0.14%,0
2025-10-20,0.03692,0.03692,0.03692,0.03692,-0.0001,-0.27%,0
2025-10-17,0.03702,0.03702,0.03702,0.03702,-0.00027,-0.72%,0
2025-10-16,0.03729,0.03729,0.03729,0.03729,-0.00002,-0.05%,0
2025-10-15,0.03731,0.03731,0.03731,0.03731,-0.0002,-0.53%,0
2025-10-14,0.03751,0.03751,0.03751,0.03751,-0.00026,-0.69%,0
2025-10-10,0.03777,0.03777,0.03777,0.03777,-0.00005,-0.13%,0
2025-10-09,0.03782,0.03782,0.03782,0.03782,-0.00014,-0.37%,0
2025-10-08,0.03796,0.03796,0.03796,0.03796,0,0.00%,0
2025-10-07,0.03796,0.03796,0.03796,0.03796,0.00006,+0.16%,0
2025-10-06,0.0379,0.0379,0.0379,0.0379,0.00002,+0.05%,0
2025-10-03,0.03788,0.03788,0.03788,0.03788,0.00002,+0.05%,0
2025-10-02,0.03786,0.03786,0.03786,0.03786,-0.0004,-1.05%,0
2025-10-01,0.03826,0.03826,0.03826,0.03826,-0.0002,-0.52%,0
2025-09-30,0.03846,0.03846,0.03846,0.03846,-0.00015,-0.39%,0
2025-09-29,0.03861,0.03861,0.03861,0.03861,-0.00011,-0.28%,0
2025-09-26,0.03872,0.03872,0.03872,0.03872,0.00033,+0.86%,0
2025-09-25,0.03839,0.03839,0.03839,0.03839,-0.00005,-0.13%,0
2025-09-24,0.03844,0.03844,0.03844,0.03844,-0.00002,-0.05%,0
2025-09-23,0.03846,0.03846,0.03846,0.03846,0.00006,+0.16%,0
2025-09-22,0.0384,0.0384,0.0384,0.0384,-0.00009,-0.23%,0
2025-09-19,0.03849,0.03849,0.03849,0.03849,0.00018,+0.47%,0
2025-09-18,0.03831,0.03831,0.03831,0.03831,-0.00023,-0.60%,0
2025-09-17,0.03854,0.03854,0.03854,0.03854,-0.00001,-0.03%,0
2025-09-16,0.03855,0.03855,0.03855,0.03855,0.00007,+0.18%,0
2025-09-15,0.03848,0.03848,0.03848,0.03848,0.00009,+0.23%,0
2025-09-12,0.03839,0.03839,0.03839,0.03839,-0.00025,-0.65%,0
2025-09-11,0.03864,0.03864,0.03864,0.03864,-0.00015,-0.39%,0
2025-09-10,0.03879,0.03879,0.03879,0.03879,0.00014,+0.36%,0
2025-09-09,0.03865,0.03865,0.03865,0.03865,-0.00018,-0.46%,0
2025-09-08,0.03883,0.03883,0.03883,0.03883,-0.00084,-2.12%,0
2025-09-05,0.03967,0.03967,0.03967,0.03967,-0.0001,-0.25%,0
2025-09-04,0.03977,0.03977,0.03977,0.03977,-0.00031,-0.77%,0
2025-09-03,0.04008,0.04008,0.04008,0.04008,0,0.00%,0
2025-09-02,0.04008,0.04008,0.04008,0.04008,-0.00013,-0.32%,0
2025-08-29,0.04021,0.04021,0.04021,0.04021,0.00004,+0.10%,0
2025-08-28,0.04017,0.04017,0.04017,0.04017,-0.00027,-0.67%,0
2025-08-27,0.04044,0.04044,0.04044,0.04044,-0.0001,-0.25%,0
2025-08-26,0.04054,0.04054,0.04054,0.04054,0.00012,+0.30%,0
2025-08-25,0.04042,0.04042,0.04042,0.04042,-0.00043,-1.05%,0
2025-08-22,0.04085,0.04085,0.04085,0.04085,0.00043,+1.06%,0
2025-08-21,0.04042,0.04042,0.04042,0.04042,-0.00014,-0.35%,0
2025-08-20,0.04056,0.04056,0.04056,0.04056,-0.00009,-0.22%,0
2025-08-19,0.04065,0.04065,0.04065,0.04065,0.00015,+0.37%,0
2025-08-18,0.0405,0.0405,0.0405,0.0405,0.00015,+0.37%,0
2025-08-15,0.04035,0.04035,0.04035,0.04035,0.00027,+0.67%,0
2025-08-14,0.04008,0.04008,0.04008,0.04008,-0.00033,-0.82%,0
2025-08-13,0.04041,0.04041,0.04041,0.04041,-0.00026,-0.64%,0
2025-08-12,0.04067,0.04067,0.04067,0.04067,0.00002,+0.05%,0
2025-08-11,0.04065,0.04065,0.04065,0.04065,0.00008,+0.20%,0
2025-08-08,0.04057,0.04057,0.04057,0.04057,-0.00004,-0.10%,0
2025-08-07,0.04061,0.04061,0.04061,0.04061,-0.00014,-0.34%,0
2025-08-06,0.04075,0.04075,0.04075,0.04075,0.00013,+0.32%,0
2025-08-05,0.04062,0.04062,0.04062,0.04062,-0.00042,-1.02%,0
2025-08-04,0.04104,0.04104,0.04104,0.04104,-0.00135,-3.18%,0
2025-08-01,0.04239,0.04239,0.04239,0.04239,0.00048,+1.15%,0
2025-07-31,0.04191,0.04191,0.04191,0.04191,0.00009,+0.22%,0
2025-07-30,0.04182,0.04182,0.04182,0.04182,-0.00015,-0.36%,0
2025-07-29,0.04197,0.04197,0.04197,0.04197,0.00001,+0.02%,0
2025-07-28,0.04196,0.04196,0.04196,0.04196,-0.00009,-0.21%,0
2025-07-25,0.04205,0.04205,0.04205,0.04205,0.00008,+0.19%,0
2025-07-24,0.04197,0.04197,0.04197,0.04197,-0.00003,-0.07%,0
2025-07-23,0.042,0.042,0.042,0.042,-0.00002,-0.05%,0
2025-07-22,0.04202,0.04202,0.04202,0.04202,-0.00004,-0.10%,0
2025-07-21,0.04206,0.04206,0.04206,0.04206,-0.00018,-0.43%,0
2025-07-18,0.04224,0.04224,0.04224,0.04224,0.00013,+0.31%,0
2025-07-17,0.04211,0.04211,0.04211,0.04211,-0.00006,-0.14%,0
2025-07-16,0.04217,0.04217,0.04217,0.04217,0.00017,+0.40%,0
2025-07-15,0.042,0.042,0.042,0.042,0.00003,+0.07%,0
2025-07-14,0.04197,0.04197,0.04197,0.04197,0.00006,+0.14%,0
2025-07-11,0.04191,0.04191,0.04191,0.04191,-0.00005,-0.12%,0
2025-07-10,0.04196,0.04196,0.04196,0.04196,-0.00018,-0.43%,0
2025-07-09,0.04214,0.04214,0.04214,0.04214,0.00007,+0.17%,0
2025-07-08,0.04207,0.04207,0.04207,0.04207,0.00013,+0.31%,0
2025-07-07,0.04194,0.04194,0.04194,0.04194,0.00076,+1.85%,0
2025-07-03,0.04118,0.04118,0.04118,0.04118,-0.00011,-0.27%,0
2025-07-02,0.04129,0.04129,0.04129,0.04129,-0.00014,-0.34%,0
2025-07-01,0.04143,0.04143,0.04143,0.04143,-0.00004,-0.10%,0
2025-06-30,0.04147,0.04147,0.04147,0.04147,0.00006,+0.14%,0
2025-06-27,0.04141,0.04141,0.04141,0.04141,-0.00025,-0.60%,0
2025-06-26,0.04166,0.04166,0.04166,0.04166,-0.00017,-0.41%,0
2025-06-25,0.04183,0.04183,0.04183,0.04183,-0.00004,-0.10%,0
2025-06-24,0.04187,0.04187,0.04187,0.04187,-0.0004,-0.95%,0
2025-06-23,0.04227,0.04227,0.04227,0.04227,-0.00012,-0.28%,0
2025-06-20,0.04239,0.04239,0.04239,0.04239,-0.00006,-0.14%,0
2025-06-18,0.04245,0.04245,0.04245,0.04245,0.00006,+0.14%,0
2025-06-17,0.04239,0.04239,0.04239,0.04239,0.00009,+0.21%,0
2025-06-16,0.0423,0.0423,0.0423,0.0423,0.00014,+0.33%,0
2025-06-13,0.04216,0.04216,0.04216,0.04216,-0.00029,-0.68%,0
2025-06-12,0.04245,0.04245,0.04245,0.04245,-0.00016,-0.38%,0
2025-06-11,0.04261,0.04261,0.04261,0.04261,-0.00004,-0.09%,0
2025-06-10,0.04265,0.04265,0.04265,0.04265,0.00004,+0.09%,0
2025-06-09,0.04261,0.04261,0.04261,0.04261,0.00045,+1.07%,0
2025-06-06,0.04216,0.04216,0.04216,0.04216,-0.00011,-0.26%,0
2025-06-05,0.04227,0.04227,0.04227,0.04227,-0.0002,-0.47%,0
2025-06-04,0.04247,0.04247,0.04247,0.04247,-0.00001,-0.02%,0
2025-06-03,0.04248,0.04248,0.04248,0.04248,-0.00004,-0.09%,0
2025-06-02,0.04252,0.04252,0.04252,0.04252,-0.00014,-0.33%,0
2025-05-30,0.04266,0.04266,0.04266,0.04266,-0.00015,-0.35%,0
2025-05-29,0.04281,0.04281,0.04281,0.04281,-0.00004,-0.09%,0
2025-05-28,0.04285,0.04285,0.04285,0.04285,0.00017,+0.40%,0
2025-05-27,0.04268,0.04268,0.04268,0.04268,-0.00003,-0.07%,0
2025-05-23,0.04271,0.04271,0.04271,0.04271,-0.00002,-0.05%,0
2025-05-22,0.04273,0.04273,0.04273,0.04273,0.00003,+0.07%,0
2025-05-21,0.0427,0.0427,0.0427,0.0427,0,0.00%,0
2025-05-20,0.0427,0.0427,0.0427,0.0427,0.00006,+0.14%,0
2025-05-19,0.04264,0.04264,0.04264,0.04264,0.00004,+0.09%,0
2025-05-16,0.0426,0.0426,0.0426,0.0426,-0.00009,-0.21%,0
2025-05-15,0.04269,0.04269,0.04269,0.04269,0.00008,+0.19%,0
2025-05-14,0.04261,0.04261,0.04261,0.04261,0.00009,+0.21%,0
2025-05-13,0.04252,0.04252,0.04252,0.04252,0.00044,+1.05%,0
2025-05-12,0.04208,0.04208,0.04208,0.04208,0.00003,+0.07%,0
2025-05-09,0.04205,0.04205,0.04205,0.04205,0.00028,+0.67%,0
2025-05-08,0.04177,0.04177,0.04177,0.04177,-0.00006,-0.14%,0
2025-05-06,0.04183,0.04183,0.04183,0.04183,0.00027,+0.65%,0
2025-05-05,0.04156,0.04156,0.04156,0.04156,0.00073,+1.79%,0
2025-05-02,0.04083,0.04083,0.04083,0.04083,0.00005,+0.12%,0
2025-05-01,0.04078,0.04078,0.04078,0.04078,-0.00022,-0.54%,0
2025-04-30,0.041,0.041,0.041,0.041,-0.00012,-0.29%,0
2025-04-29,0.04112,0.04112,0.04112,0.04112,-0.00019,-0.46%,0
2025-04-28,0.04131,0.04131,0.04131,0.04131,-0.00003,-0.07%,0
2025-04-25,0.04134,0.04134,0.04134,0.04134,-0.00009,-0.22%,0
2025-04-24,0.04143,0.04143,0.04143,0.04143,0.00025,+0.61%,0
2025-04-23,0.04118,0.04118,0.04118,0.04118,0.0001,+0.24%,0
2025-04-22,0.04108,0.04108,0.04108,0.04108,-0.0002,-0.48%,0
2025-04-21,0.04128,0.04128,0.04128,0.04128,0.00003,+0.07%,0
2025-04-17,0.04125,0.04125,0.04125,0.04125,-0.00002,-0.05%,0
2025-04-16,0.04127,0.04127,0.04127,0.04127,-0.00015,-0.36%,0
2025-04-15,0.04142,0.04142,0.04142,0.04142,0.00029,+0.71%,0
2025-04-14,0.04113,0.04113,0.04113,0.04113,0.00015,+0.37%,0
2025-04-11,0.04098,0.04098,0.04098,0.04098,0.00028,+0.69%,0
2025-04-10,0.0407,0.0407,0.0407,0.0407,0.00017,+0.42%,0
2025-04-09,0.04053,0.04053,0.04053,0.04053,0.00018,+0.45%,0
2025-04-08,0.04035,0.04035,0.04035,0.04035,0.00022,+0.55%,0
2025-04-07,0.04013,0.04013,0.04013,0.04013,-0.00113,-2.74%,0
2025-04-04,0.04126,0.04126,0.04126,0.04126,-0.00052,-1.24%,0
2025-04-03,0.04178,0.04178,0.04178,0.04178,0.00013,+0.31%,0
2025-04-02,0.04165,0.04165,0.04165,0.04165,-0.00002,-0.05%,0
2025-04-01,0.04167,0.04167,0.04167,0.04167,-0.00026,-0.62%,0
2025-03-31,0.04193,0.04193,0.04193,0.04193,-0.00023,-0.55%,0
2025-03-28,0.04216,0.04216,0.04216,0.04216,-0.00001,-0.02%,0
2025-03-27,0.04217,0.04217,0.04217,0.04217,-0.00007,-0.17%,0
2025-03-26,0.04224,0.04224,0.04224,0.04224,0.00008,+0.19%,0
2025-03-25,0.04216,0.04216,0.04216,0.04216,-0.00019,-0.45%,0
2025-03-20,0.04235,0.04235,0.04235,0.04235,0.00002,+0.05%,0
2025-03-19,0.04233,0.04233,0.04233,0.04233,0.00016,+0.38%,0
2025-03-18,0.04217,0.04217,0.04217,0.04217,0.00017,+0.40%,0
2025-03-17,0.042,0.042,0.042,0.042,0.00002,+0.05%,0
2025-03-14,0.04198,0.04198,0.04198,0.04198,-0.00004,-0.10%,0
2025-03-13,0.04202,0.04202,0.04202,0.04202,0.00041,+0.99%,0
2025-03-12,0.04161,0.04161,0.04161,0.04161,-0.00017,-0.41%,0
2025-03-11,0.04178,0.04178,0.04178,0.04178,-0.00007,-0.17%,0
2025-03-10,0.04185,0.04185,0.04185,0.04185,0.00001,+0.02%,0
2025-03-07,0.04184,0.04184,0.04184,0.04184,-0.00006,-0.14%,0
2025-03-06,0.0419,0.0419,0.0419,0.0419,0.00014,+0.34%,0
2025-03-05,0.04176,0.04176,0.04176,0.04176,-0.00041,-0.97%,0
2025-03-04,0.04217,0.04217,0.04217,0.04217,-0.00015,-0.35%,0
2025-03-03,0.04232,0.04232,0.04232,0.04232,-0.00025,-0.59%,0
2025-02-28,0.04257,0.04257,0.04257,0.04257,-0.00005,-0.12%,0
2025-02-27,0.04262,0.04262,0.04262,0.04262,-0.00013,-0.30%,0
2025-02-24,0.04275,0.04275,0.04275,0.04275,-0.00016,-0.37%,0
2025-02-21,0.04291,0.04291,0.04291,0.04291,-0.00014,-0.33%,0
2025-02-20,0.04305,0.04305,0.04305,0.04305,-0.00002,-0.05%,0
2025-02-19,0.04307,0.04307,0.04307,0.04307,0.00011,+0.26%,0
2025-02-18,0.04296,0.04296,0.04296,0.04296,-0.00015,-0.35%,0
2025-02-14,0.04311,0.04311,0.04311,0.04311,-0.00004,-0.09%,0
2025-02-13,0.04315,0.04315,0.04315,0.04315,0.00023,+0.54%,0
2025-02-12,0.04292,0.04292,0.04292,0.04292,0.00009,+0.21%,0
2025-02-11,0.04283,0.04283,0.04283,0.04283,0.00024,+0.56%,0
2025-02-05,0.04259,0.04259,0.04259,0.04259,0.00008,+0.19%,0
2025-02-03,0.04251,0.04251,0.04251,0.04251,0.00014,+0.33%,0
2025-01-29,0.04237,0.04237,0.04237,0.04237,0.00007,+0.17%,0
2025-01-28,0.0423,0.0423,0.0423,0.0423,-0.00016,-0.38%,0
2025-01-27,0.04246,0.04246,0.04246,0.04246,-0.00013,-0.31%,0
2025-01-24,0.04259,0.04259,0.04259,0.04259,-0.00004,-0.09%,0
2025-01-23,0.04263,0.04263,0.04263,0.04263,0.00001,+0.02%,0
2025-01-22,0.04262,0.04262,0.04262,0.04262,0.0001,+0.24%,0
2025-01-21,0.04252,0.04252,0.04252,0.04252,-0.00002,-0.05%,0
2025-01-17,0.04254,0.04254,0.04254,0.04254,-0.00008,-0.19%,0
2025-01-16,0.04262,0.04262,0.04262,0.04262,-0.00027,-0.63%,0
2025-01-15,0.04289,0.04289,0.04289,0.04289,-0.00007,-0.16%,0
2025-01-14,0.04296,0.04296,0.04296,0.04296,0.00017,+0.40%,0
2025-01-13,0.04279,0.04279,0.04279,0.04279,0.00034,+0.80%,0
2025-01-10,0.04245,0.04245,0.04245,0.04245,-0.00006,-0.14%,0
2025-01-09,0.04251,0.04251,0.04251,0.04251,-0.00007,-0.16%,0
2025-01-08,0.04258,0.04258,0.04258,0.04258,0.00012,+0.28%,0
2025-01-07,0.04246,0.04246,0.04246,0.04246,0.00004,+0.09%,0
2025-01-06,0.04242,0.04242,0.04242,0.04242,0,0.00%,0
2025-01-03,0.04242,0.04242,0.04242,0.04242,0.00004,+0.09%,0
2025-01-02,0.04238,0.04238,0.04238,0.04238,-0.00012,-0.28%,0
2024-12-31,0.0425,0.0425,0.0425,0.0425,-0.00012,-0.28%,0
2024-12-30,0.04262,0.04262,0.04262,0.04262,-0.00023,-0.54%,0
2024-12-27,0.04285,0.04285,0.04285,0.04285,0.00003,+0.07%,0
2024-12-26,0.04282,0.04282,0.04282,0.04282,-0.00003,-0.07%,0
2024-12-24,0.04285,0.04285,0.04285,0.04285,0.00013,+0.30%,0
2024-12-23,0.04272,0.04272,0.04272,0.04272,-0.00004,-0.09%,0
2024-12-20,0.04276,0.04276,0.04276,0.04276,-0.00005,-0.12%,0
2024-12-19,0.04281,0.04281,0.04281,0.04281,-0.00002,-0.05%,0
2024-12-18,0.04283,0.04283,0.04283,0.04283,0.00005,+0.12%,0
2024-12-17,0.04278,0.04278,0.04278,0.04278,0.00005,+0.12%,0
2024-12-16,0.04273,0.04273,0.04273,0.04273,0.00013,+0.31%,0
2024-12-13,0.0426,0.0426,0.0426,0.0426,-0.00001,-0.02%,0
2024-12-12,0.04261,0.04261,0.04261,0.04261,-0.00034,-0.79%,0
2024-12-11,0.04295,0.04295,0.04295,0.04295,0.00009,+0.21%,0
2024-12-10,0.04286,0.04286,0.04286,0.04286,-0.00003,-0.07%,0
2024-12-09,0.04289,0.04289,0.04289,0.04289,-0.0004,-0.92%,0
2024-12-06,0.04329,0.04329,0.04329,0.04329,-0.00001,-0.02%,0
2024-12-05,0.0433,0.0433,0.0433,0.0433,-0.00023,-0.53%,0
2024-12-04,0.04353,0.04353,0.04353,0.04353,-0.0004,-0.91%,0
2024-12-03,0.04393,0.04393,0.04393,0.04393,0.00018,+0.41%,0
2024-12-02,0.04375,0.04375,0.04375,0.04375,-0.00009,-0.21%,0
2024-11-29,0.04384,0.04384,0.04384,0.04384,-0.0004,-0.90%,0
2024-11-27,0.04424,0.04424,0.04424,0.04424,-0.00009,-0.20%,0
2024-11-26,0.04433,0.04433,0.04433,0.04433,-0.00012,-0.27%,0
2024-11-25,0.04445,0.04445,0.04445,0.04445,0.00008,+0.18%,0
2024-11-22,0.04437,0.04437,0.04437,0.04437,0.00003,+0.07%,0
2024-11-21,0.04434,0.04434,0.04434,0.04434,0.00011,+0.25%,0
2024-11-20,0.04423,0.04423,0.04423,0.04423,-0.00008,-0.18%,0
2024-11-19,0.04431,0.04431,0.04431,0.04431,0,0.00%,0
2024-11-18,0.04431,0.04431,0.04431,0.04431,0.00039,+0.89%,0
2024-11-15,0.04392,0.04392,0.04392,0.04392,0.00006,+0.14%,0
2024-11-14,0.04386,0.04386,0.04386,0.04386,-0.00057,-1.28%,0
2024-11-13,0.04443,0.04443,0.04443,0.04443,0.0003,+0.68%,0
2024-11-12,0.04413,0.04413,0.04413,0.04413,0.00012,+0.27%,0
2024-11-08,0.04401,0.04401,0.04401,0.04401,-0.00009,-0.20%,0
2024-11-07,0.0441,0.0441,0.0441,0.0441,0.00014,+0.32%,0
2024-11-06,0.04396,0.04396,0.04396,0.04396,0.00016,+0.37%,0
2024-11-05,0.0438,0.0438,0.0438,0.0438,-0.00002,-0.05%,0
2024-11-04,0.04382,0.04382,0.04382,0.04382,-0.0003,-0.68%,0
2024-11-01,0.04412,0.04412,0.04412,0.04412,0.00005,+0.11%,0
2024-10-31,0.04407,0.04407,0.04407,0.04407,-0.00011,-0.25%,0
2024-10-30,0.04418,0.04418,0.04418,0.04418,-0.00009,-0.20%,0
2024-10-29,0.04427,0.04427,0.04427,0.04427,0.00014,+0.32%,0
2024-10-28,0.04413,0.04413,0.04413,0.04413,-0.00018,-0.41%,0
2024-10-25,0.04431,0.04431,0.04431,0.04431,-0.00017,-0.38%,0
2024-10-24,0.04448,0.04448,0.04448,0.04448,-0.00007,-0.16%,0
2024-10-23,0.04455,0.04455,0.04455,0.04455,-0.00003,-0.07%,0
2024-10-22,0.04458,0.04458,0.04458,0.04458,0.0002,+0.45%,0
2024-10-21,0.04438,0.04438,0.04438,0.04438,-0.00006,-0.14%,0
2024-10-18,0.04444,0.04444,0.04444,0.04444,0.00029,+0.66%,0
2024-10-17,0.04415,0.04415,0.04415,0.04415,-0.00017,-0.38%,0
2024-10-16,0.04432,0.04432,0.04432,0.04432,-0.00011,-0.25%,0
2024-10-15,0.04443,0.04443,0.04443,0.04443,-0.00001,-0.02%,0
2024-10-11,0.04444,0.04444,0.04444,0.04444,-0.00005,-0.11%,0
2024-10-10,0.04449,0.04449,0.04449,0.04449,0.00003,+0.07%,0
2024-10-09,0.04446,0.04446,0.04446,0.04446,-0.00022,-0.49%,0
2024-10-08,0.04468,0.04468,0.04468,0.04468,0.00076,+1.73%,0
